Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
0.6,0.4,0,0,0,1,1,1,0,0,0,1,0,0,0.666666667,0.166666667
0.25,0.15,0,0,0,1,1,0,0,0,0,1,0,0,0.6,0.083333333
0.75,0.85,0,0,0,1,0,1,0,0,0,1,0,0,1.133333333,0.083333333
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.2,0.2,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.5,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0
0.4,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1.25,0.166666667
0.7,0.5,0,0,0,1,1,1,0,0,0,1,0,0,0.714285714,0.166666667
0.5,2,0,0,0,1,1,1,0,0,1,1,0,0,4,0.333333333
0.75,1.5,0,0,0,1,0,1,0,0,0,1,0,0,2,0.083333333
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,1,0,1,0,1,1,1,0,0,0,1,0,0,2,0.166666667
0.5,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
1,0.7,0,0,0,1,1,1,0,0,0,1,0,0,0.7,0.166666667
0.25,0.2,0,1,0,0,1,1,0,0,0,1,0,0,0.8,0.166666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.75,0.8,0,0,0,1,1,1,0,0,0,1,0,0,1.066666667,0.166666667
0.4,0.4,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.4,0.32,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.25,0.35,0,0,0,0,0,0,0,0,0,1,0,0,1.4,0
0.4,0.6,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
0.35,0.44,0,0,0,1,1,1,0,0,0,1,0,0,1.257142857,0.166666667
0.3,0.35,0,1,0,1,1,1,0,0,0,1,0,0,1.166666667,0.166666667
0.7,0.8,0,1,0,1,1,1,0,0,0,1,0,0,1.142857143,0.166666667
0.4,0.5,0,0,0,1,1,0,0,0,0,1,0,0,1.25,0.083333333
0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.35,1.5,0,0,0,0,0,0,0,0,0,1,0,0,4.285714286,0
0.3,1,0,1,0,1,1,1,0,0,0,1,0,0,3.333333333,0.166666667
0.5,0.6,0,1,0,0,0,0,0,0,0,1,0,0,1.2,0
0.5,0.5706,0,0,0,1,1,1,0,0,0,1,0,0,1.1412,0.166666667
0.3,0.4,0,0,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
0.6,0.8,0,0,0,0,1,1,0,0,0,1,0,0,1.333333333,0.166666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.4,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.25,0.5,0,0,0,0,0,0,0,0,0,1,0,0,2,0
1,0.3,0,0,0,1,1,0,0,0,0,1,0,0,0.3,0.083333333
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.5,0.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0.166666667
0.3,0.3,0,1,0,1,1,1,0,0,0,0,0,0,1,0.166666667
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
1.25,1,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.5,0.6,0,0,0,1,1,0,0,1,0,1,0,0,1.2,0.25
0.25,0.7,0,1,0,0,0,0,0,0,0,1,0,0,2.8,0
0.4,0.7,0,0,0,0,1,1,0,0,0,1,0,0,1.75,0.166666667
0.25,0.2,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.45,0.12,0,0,0,1,0,0,0,1,0,1,0,0,0.266666667,0.166666667
0.7,0.2,0,0,0,1,1,1,0,0,0,1,0,0,0.285714286,0.166666667
0.65,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.461538462,0
0.05,0.045,0,1,0,1,1,0,0,0,0,1,0,0,0.9,0.083333333
0.35,0.28,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.3,0.15,0,0,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
0.5,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.5,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
0.25,0.3,0,0,0,1,1,0,0,0,1,1,0,0,1.2,0.25
0.25,0.2,0,0,0,1,1,0,0,0,1,1,0,0,0.8,0.25
1,0.75,0,1,0,1,1,1,0,0,0,1,0,0,0.75,0.166666667
0.25,0.3,0,1,0,1,1,0,0,0,0,1,0,0,1.2,0.083333333
0.5,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
0.25,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0
1,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0.5,0.083333333
1,0.8,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.05,0.02,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.3,0.2,0,0,0,1,1,1,0,0,0,1,0,0,0.666666667,0.166666667
0.15,0.15,0,1,0,1,1,0,0,0,1,1,0,0,1,0.25
1,0.6,0,1,0,1,1,0,0,0,0,1,0,0,0.6,0.083333333
0.1,0.05,0,0,0,1,1,0,0,0,0,1,0,0,0.5,0.083333333
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.45,0.4,0,0,0,1,1,1,0,0,0,1,0,0,0.888888889,0.166666667
0.9,1.1,0,1,0,1,1,1,0,0,0,1,0,0,1.222222222,0.166666667
0.2,0.2,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.7,0.8,0,1,0,1,0,1,0,0,1,1,0,0,1.142857143,0.25
0.6,1.2,0,0,0,1,1,1,0,0,0,1,0,0,2,0.166666667
1,0.6,0,1,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
0.75,0.6,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.15,0.15,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
1.5,2.5,0,1,0,1,1,0,0,0,0,1,0,0,1.666666667,0.083333333
0.25,0.5,0,0,0,1,1,1,0,0,0,1,0,0,2,0.166666667
0.25,0.4,0,0,0,1,1,1,0,0,1,1,0,0,1.6,0.333333333
0.4,0.3,0,0,0,1,1,1,0,0,0,1,0,0,0.75,0.166666667
0.4,0.2,0,0,0,1,1,1,0,0,1,1,0,0,0.5,0.333333333
0.25,0.1,0,0,0,1,1,1,0,0,0,1,0,0,0.4,0.166666667
0.15,0.15,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2,0.3,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
1,0.8,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.75,1.5,0,1,0,1,1,1,0,0,0,1,0,0,2,0.166666667
0.2,0.03,0,1,0,1,1,1,0,0,0,1,0,0,0.15,0.166666667
0.5,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0.333333333
0.4,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.25,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.05,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0
0.4,0.6,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
0.4,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
0.9,0.8,0,1,0,1,1,1,0,0,0,1,0,0,0.888888889,0.166666667
1,0.7,0,0,0,1,1,1,0,0,0,1,0,0,0.7,0.166666667
1,1.2,0,0,0,1,1,1,0,0,0,1,0,0,1.2,0.166666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.3,0.1,0,1,0,1,1,1,0,0,0,1,0,0,0.333333333,0.166666667
0.75,0.5,0,0,0,1,1,1,0,0,0,1,0,0,0.666666667,0.166666667
1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.25,0.3,0,0,0,1,1,1,0,0,0,1,0,0,1.2,0.166666667
0.4,0.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.04,0,1,0,1,1,0,0,0,0,1,0,0,0.4,0.083333333
1,0.6,0,1,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
1,1.2,0,0,0,1,1,1,0,0,0,1,0,0,1.2,0.166666667
0.2,0.2,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.8,0,1,0,1,1,1,0,0,0,1,0,0,1.6,0.166666667
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.75,0.6,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.1,0.08,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
1,1.5,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.5,0.3913,0,0,0,0,0,0,0,0,0,1,0,0,0.7826,0
1,0.3,0,0,0,1,1,1,0,0,0,1,0,0,0.3,0.166666667
0.4,0.16,0,0,0,1,1,1,0,0,0,1,0,0,0.4,0.166666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
1,0.8,0,1,0,1,1,0,0,0,0,1,0,0,0.8,0.083333333
0.25,0.3,0,0,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
0.5,0.15,0,0,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
0.05,0.05,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.8,0.3,0,0,0,1,1,1,0,0,0,1,0,0,0.375,0.166666667
0.15,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0
0.75,0.25,0,0,0,1,1,1,0,0,0,1,0,0,0.333333333,0.166666667
1.8,2,0,0,0,1,1,1,0,0,0,1,0,0,1.111111111,0.166666667
1,0.4,0,1,0,1,1,1,0,0,0,1,0,0,0.4,0.166666667
0.75,0.8,0,0,0,1,0,1,0,0,0,1,0,0,1.066666667,0.083333333
0.75,0.8,0,0,0,1,1,1,0,0,1,1,0,0,1.066666667,0.333333333
0.2,0.3,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.1,0.1,0,0,0,1,1,1,0,0,1,1,0,0,1,0.333333333
0.05,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0
1.6,1.4,0,0,0,1,1,1,0,0,0,1,0,0,0.875,0.166666667
0.4,0.2,0,0,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
1,0.3,0,0,0,1,1,0,0,0,0,1,0,0,0.3,0.083333333
0.6,0.35,0,0,0,1,1,1,0,0,0,1,0,0,0.583333333,0.166666667
1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.25,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0.64,0
0.25,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0
0.15,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.25,0.15,0,0,0,1,1,1,0,0,1,1,0,0,0.6,0.333333333
0.5,0.4,0,1,0,1,1,0,0,0,0,1,0,0,0.8,0.083333333
1,0.5,0,0,0,1,1,1,0,0,1,1,0,0,0.5,0.333333333
0.25,0.22,0,0,0,1,1,0,0,0,1,1,0,0,0.88,0.25
0.5,0.45,0,1,0,1,0,0,0,0,0,1,0,0,0.9,0
0.6,0.45,0,0,0,1,1,1,0,0,1,1,0,0,0.75,0.333333333
0.25,0.15,0,0,0,1,1,1,0,0,1,1,0,0,0.6,0.333333333
1.5,0.8,0,0,0,1,1,1,0,0,0,1,0,0,0.533333333,0.166666667
1,0.8,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
1,1.6,0,0,0,1,1,1,0,0,1,1,0,0,1.6,0.333333333
0.65,0.15,0,1,0,1,1,1,0,0,0,1,0,0,0.230769231,0.166666667
0.6,0.4,0,0,0,1,1,1,0,0,1,1,0,0,0.666666667,0.333333333
1,0.8,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.5,0.45,0,0,0,1,1,1,0,0,0,1,0,0,0.9,0.166666667
0.6,0.8,0,1,0,1,1,1,0,0,1,1,0,0,1.333333333,0.333333333
0.1,0.08,0,1,0,1,1,0,0,0,1,1,0,0,0.8,0.25
0.3,0.3,0,0,0,1,1,1,0,0,1,1,0,0,1,0.333333333
0.5,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0.7,0
1,1.6,0,1,0,1,1,1,0,0,1,1,0,0,1.6,0.333333333
1,1.2,0,0,0,1,1,1,0,0,1,1,0,0,1.2,0.333333333
0.4,0.3,0,1,0,1,1,1,0,0,1,1,0,0,0.75,0.333333333
0.75,0.8,0,0,0,1,1,1,0,0,1,1,0,0,1.066666667,0.333333333
0.75,0.35,0,0,0,1,1,0,0,0,1,1,0,0,0.466666667,0.25
1,0.5,0,0,0,1,1,1,0,0,1,1,0,0,0.5,0.333333333
0.75,0.6,0,0,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.4,0.18,0,1,0,0,0,0,0,0,0,1,0,0,0.45,0
0.9,0.65,0,0,0,1,1,0,0,0,1,1,0,0,0.722222222,0.25
0.5,0.3,0,0,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
0.45,0.25,0,1,0,1,1,0,0,0,0,1,0,0,0.555555556,0.083333333
1,0.8,0,1,0,1,1,1,0,0,1,1,0,0,0.8,0.333333333
1.1,0.8,0,0,0,1,1,1,0,0,0,1,0,0,0.727272727,0.166666667
1,1.2,0,1,0,1,1,1,0,0,0,1,0,0,1.2,0.166666667
1,0.4,0,1,0,1,1,1,0,0,0,1,0,0,0.4,0.166666667
1,0.55,0,1,0,1,1,0,0,0,0,1,0,0,0.55,0.083333333
1,0.5,0,0,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
1,0.35,0,0,0,1,1,1,0,0,0,1,0,0,0.35,0.166666667
0.7536,0.3,0,0,0,1,0,0,0,0,0,1,0,0,0.398089172,0
1.1304,0.7,0,1,0,1,1,0,0,0,0,1,0,0,0.619249823,0.083333333
1.0048,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.248805732,0
0.628,0.3,0,0,0,0,1,1,0,0,1,1,0,0,0.477707006,0.333333333
0.1884,0.2,0,1,0,0,1,0,0,0,1,1,0,0,1.061571125,0.25
0.4,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.625,0.083333333
1,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1.5,0
0.9734,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0.513663448,0.083333333
1,1.5,0,1,0,0,1,0,0,0,0,1,0,0,1.5,0.083333333
0.2512,0.2,0,0,0,0,1,0,0,0,0,1,0,0,0.796178344,0.083333333
1.1304,0.4,0,0,0,0,1,0,0,0,0,1,0,0,0.353857042,0.083333333
0.6908,0.8,0,1,0,0,1,0,0,0,0,1,0,0,1.158077591,0.083333333
0.5652,0.9,0,0,1,1,0,0,0,0,0,1,0,0,1.592356688,0
0.314,0.15,0,0,0,0,1,0,0,0,0,1,0,0,0.477707006,0.083333333
0.1884,0.3,0,0,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.628,1,0,1,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.5855,1.5,0,0,0,1,0,0,0,0,0,1,0,0,2.561912895,0
0.3768,0.3,0,0,0,0,1,0,0,0,0,1,0,0,0.796178344,0.083333333
0.5652,5.5,0,0,0,0,1,0,0,0,0,1,0,0,9.731068648,0.083333333
0.3768,0.35,0,1,0,0,1,0,0,0,0,1,0,0,0.928874735,0.083333333
1.1304,0.8,0,1,0,1,0,0,0,0,0,1,0,0,0.707714084,0
0.314,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.955414013,0
0.314,0.4,0,0,0,0,0,0,0,0,0,1,0,0,1.27388535,0
0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
1,2,0,1,0,1,0,0,0,0,0,1,0,0,2,0
0.2,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.5,0.5,0,1,0,0,1,0,0,0,0,1,0,0,1,0.083333333
0.25,0.2,0,0,0,0,1,0,0,0,1,1,0,0,0.8,0.25
0.628,1.5,0,1,0,1,1,0,0,0,0,1,0,0,2.388535032,0.083333333
0.314,0.15,0,0,0,0,1,0,0,0,0,1,0,0,0.477707006,0.083333333
0.1256,0.1966,0,0,1,0,0,0,0,0,0,1,0,0,1.565286624,0
0.314,0.3,0,0,0,1,1,0,0,0,0,1,0,0,0.955414013,0.083333333
0.314,0.5,0,0,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.1256,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
0.942,0.8,0,0,0,1,0,0,0,0,0,1,0,0,0.8492569,0
0.2512,0.8,0,1,0,0,1,0,0,0,0,1,0,0,3.184713376,0.083333333
0.628,0.7,0,0,0,0,1,0,0,0,0,1,0,0,1.114649682,0.083333333
0.5024,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0.796178344,0.083333333
0.1256,0.2,0,0,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.0628,0.1,0,0,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.1884,0.4,0,1,0,0,1,0,0,0,0,1,0,0,2.123142251,0.083333333
0.145,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.034482759,0
1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0.5,0.083333333
1,0.8,0,1,0,0,1,0,0,0,0,1,0,0,0.8,0.083333333
0.25,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.3768,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.061571125,0
0.314,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.27388535,0
0.5,0.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0.314,0.5,0,1,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
0.1,0.2,0,1,0,0,1,0,0,0,0,1,0,0,2,0.083333333
0.54,2,0,0,0,0,1,0,0,0,0,1,0,0,3.703703704,0.083333333
0.1256,0.4,0,1,0,0,1,0,0,0,0,1,0,0,3.184713376,0.083333333
0.0628,0.1,0,1,0,0,1,0,0,0,0,1,0,0,1.592356688,0.083333333
0.1884,0.2,0,1,0,0,1,0,0,0,0,1,0,0,1.061571125,0.083333333
1,9.5,0,1,0,0,1,0,0,0,1,1,0,0,9.5,0.25
0.75,0.8,0,1,0,0,1,0,0,0,0,1,0,0,1.066666667,0.083333333
0.1,0.1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.25
0.53,0.5,0,0,0,0,1,0,0,0,1,1,0,0,0.943396226,0.25
0.82,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0.609756098,0.083333333
0.314,0.3,0,0,0,0,1,0,0,0,0,1,0,0,0.955414013,0.083333333
0.1884,0.2,0,0,0,0,1,0,0,0,0,1,0,0,1.061571125,0.083333333
0.2512,0.5,0,0,0,0,1,0,0,0,0,1,0,0,1.99044586,0.083333333
0.314,0.3,0,0,0,0,1,0,0,0,1,1,0,0,0.955414013,0.25
0.3768,0.13,0,1,0,1,0,0,0,0,0,1,0,0,0.345010616,0
1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.083333333
1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0.083333333
0.895,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0.558659218,0.083333333
0.7536,0.4,0,0,0,0,1,0,0,0,0,1,0,0,0.530785563,0.083333333
1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.7,0.7,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.4,0.6,0,0,0,1,0,0,0,0,0,1,0,0,1.5,0
0.314,0.3,0,0,0,0,1,0,0,0,0,1,0,0,0.955414013,0.083333333
0.5,0.56,0,0,0,1,1,1,0,0,0,1,0,0,1.12,0.166666667
0.75,1,0,0,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
0.25,0.3,0,1,0,1,1,0,0,0,0,1,0,0,1.2,0.083333333
0.15,0.3,0,0,0,0,0,0,0,0,0,1,0,0,2,0
0.5,0.75,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0
0.41,0.6,0,0,0,0,0,0,0,0,0,1,0,0,1.463414634,0
0.438,0.2,0,1,0,0,1,0,0,0,0,1,0,0,0.456621005,0.083333333
1.256,0.8,0,1,0,0,1,0,0,0,1,1,0,0,0.636942675,0.25
1.0048,0.8,0,1,0,0,1,0,0,0,1,1,0,0,0.796178344,0.25
0.1884,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0.530785563,0
0.314,0.1,0,0,0,0,1,0,0,0,0,1,0,0,0.318471338,0.083333333
0.5,0.5,0,1,0,0,1,0,0,0,0,1,0,0,1,0.083333333
0.3,0.5,0,0,0,0,1,0,0,0,0,1,0,0,1.666666667,0.083333333
0.15,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1.333333333,0
0.1,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.55,0.6,0,0,0,1,1,0,0,0,0,1,0,0,1.090909091,0.083333333
0.5,0.4,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
0.628,0.8,0,0,0,1,1,0,0,1,1,1,0,0,1.27388535,0.416666667
0.5,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.2,0.3,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
0.3,0.25,0,0,0,1,1,1,0,0,0,1,0,0,0.833333333,0.166666667
0.15,0.2,0,1,0,1,1,0,0,0,0,1,0,0,1.333333333,0.083333333
1.5,1.5,0,0,0,1,1,1,0,1,0,1,0,0,1,0.333333333
0.314,0.3,0,0,0,0,1,0,0,0,1,1,0,0,0.955414013,0.25
0.5652,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0.884642604,0.083333333
0.628,0.6,0,1,0,0,1,0,0,0,1,1,0,0,0.955414013,0.25
0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.3,0.2,0,1,0,0,1,0,0,0,0,1,0,0,0.666666667,0.083333333
0.2,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.35,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1.142857143,0
0.8,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0
0.75,2,0,0,0,0,1,0,0,0,0,1,0,0,2.666666667,0.083333333
0.37,0.6,0,0,0,0,0,0,0,0,0,1,0,0,1.621621622,0
0.35,0.3,0,0,0,0,1,0,0,0,0,1,0,0,0.857142857,0.083333333
0.75,0.715,0,0,0,1,1,1,0,0,0,1,0,0,0.953333333,0.166666667
0.5,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0.083333333
0.5,0.6,0,0,0,1,1,0,0,0,0,1,0,0,1.2,0.083333333
1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
0.2,0.7,0,1,0,0,0,0,0,0,0,1,0,0,3.5,0
1,2,0,0,0,0,1,0,0,0,1,1,0,0,2,0.25
0.3,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5,0.6,0,0,0,1,0,0,0,0,1,1,0,0,1.2,0.166666667
1.71,0.8,0,0,0,1,0,0,0,0,0,1,0,0,0.467836257,0
0.3,0.8,0,0,0,0,0,0,0,0,0,1,0,0,2.666666667,0
0.63,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0.793650794,0
2,1.5,0,0,0,1,1,0,0,0,0,1,0,0,0.75,0.083333333
0.25,0.6,0,1,0,1,0,0,0,0,0,1,0,0,2.4,0
0.4,0.6,0,1,0,1,0,0,0,0,0,1,0,0,1.5,0
1,2,0,1,0,1,1,1,0,0,1,1,0,0,2,0.333333333
0.5,0.6,0,0,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
0.5,0.45,0,0,0,1,1,1,0,0,0,1,0,0,0.9,0.166666667
0.5,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
2,3,0,0,0,1,1,0,0,0,1,1,0,0,1.5,0.25
0.5,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
1,0.6,0,0,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
1,2,0,0,0,1,1,1,0,0,0,1,0,0,2,0.166666667
0.5,0.7,0,0,0,1,1,1,0,0,0,1,0,0,1.4,0.166666667
0.25,0.4,0,0,0,0,0,0,0,0,0,1,0,0,1.6,0
0.5,0.3,0,0,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
0.3,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.666666667,0
0.15,0.4,0,0,0,0,0,0,0,0,0,1,0,0,2.666666667,0
1,0.7,0,1,0,1,1,1,0,0,0,1,0,0,0.7,0.166666667
0.4,0.8,0,1,0,0,0,0,0,0,0,1,0,0,2,0
0.4,0.3,0,0,0,1,1,0,0,0,0,1,0,0,0.75,0.083333333
2,0.8,0,0,0,0,1,1,0,0,0,1,0,0,0.4,0.166666667
1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.3,0.4,0,0,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
0.35,0.4,0,0,0,0,0,0,0,0,0,1,0,0,1.142857143,0
0.2,0.4,0,0,0,0,0,0,0,0,0,1,0,0,2,0
0.75,0.5,0,0,0,1,1,1,0,0,0,1,0,0,0.666666667,0.166666667
1,0.8,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
2,1,0,0,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
0.5,0.7,0,1,0,1,1,1,0,0,0,1,0,0,1.4,0.166666667
1,1.2,0,1,0,1,0,0,0,0,0,1,0,0,1.2,0
0.5,0.8,0,0,0,1,0,1,0,0,0,1,0,0,1.6,0.083333333
0.5338,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.468340202,0
0.628,0.8,0,1,0,1,0,0,0,0,0,1,0,0,1.27388535,0
0.314,0.4915,0,1,0,1,0,0,0,0,0,1,0,0,1.565286624,0
0.314,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.955414013,0.083333333
1.884,0.3,0,0,0,1,0,0,0,0,0,1,0,0,0.159235669,0
0.314,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.636942675,0
0.628,1,0,1,0,1,0,0,0,0,0,1,0,0,1.592356688,0
1.256,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0.398089172,0
1.256,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0.398089172,0
