ID,Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
P26434,0.4,0.4,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P26435,0.3,0.6,0,1,0,1,0,0,0,0,0,1,0,0,2,0
P26436,0.75,0.7,0,1,0,1,0,0,0,0,0,1,0,0,0.933333333,0
P26437,0.25,0.7,0,1,0,1,0,0,0,0,0,1,0,0,2.8,0
P26438,0.33,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.909090909,0
P26439,0.2,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0
P26440,0.5,0.3,0,1,0,1,0,0,0,1,0,1,0,0,0.6,0.166666667
P26441,0.2,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0
P26442,0.3,0.3,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26443,0.1,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
P26444,0.5,0.8,0,0,0,1,1,0,0,0,0,1,0,0,1.6,0.083333333
P26445,0.5,0.6,0,1,0,1,1,0,0,0,0,1,0,0,1.2,0.083333333
P26446,0.65,0.7,0,0,0,1,0,0,0,0,0,1,0,0,1.076923077,0
P26447,0.4,0.5,0,1,0,1,0,0,0,0,0,1,0,0,1.25,0
P26448,0.25,0.5,0,1,0,0,0,0,0,0,0,1,0,0,2,0
P26449,0.5,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0
P26450,0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
P26451,1,0.5,0,0,0,1,1,0,0,0,1,1,0,0,0.5,0.25
P26452,1.2,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1.25,0.083333333
P26453,1,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0.083333333
P26454,0.15,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.666666667,0
P26455,0.2,0.3,0,1,0,0,1,0,0,0,0,1,0,0,1.5,0.083333333
P26456,0.5,0.7,0,0,0,1,0,0,0,0,0,1,0,0,1.4,0
P26457,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26458,0.5,0.7,0,1,0,1,1,0,0,0,0,1,0,0,1.4,0.083333333
P26459,0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0
P26460,1.4,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1.071428571,0.083333333
P26461,1,2.5,0,1,0,1,1,0,0,0,1,1,0,0,2.5,0.25
P26462,1,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0.5,0
P26463,1.5,2.5,0,1,0,1,1,0,0,0,0,1,0,0,1.666666667,0.083333333
P26464,0.5,0.3,0,0,0,1,0,0,0,0,0,1,0,0,0.6,0
P26465,1.5,2.5,0,1,0,1,0,0,0,0,0,1,0,0,1.666666667,0
P26466,1.5,2,0,0,0,1,1,0,0,0,0,0,0,0,1.333333333,0.083333333
P26467,2,4,0,1,0,1,1,0,0,0,0,1,0,0,2,0.083333333
P26468,0.5,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0.8,0
P26469,1.4,1.5,0,0,0,1,0,0,0,0,0,1,0,0,1.071428571,0
P26470,1,1.5,0,1,0,1,1,0,1,0,0,1,0,0,1.5,0.166666667
P26471,1.3,1.2,0,0,0,0,1,0,0,0,0,1,0,0,0.923076923,0.083333333
P26472,1,3,0,1,0,1,0,1,0,0,0,0,0,0,3,0.083333333
P26473,1,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1.5,0.083333333
P26474,1,0.8,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
P26475,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P26476,0.5,0.7,0,1,0,0,0,0,0,0,0,1,0,0,1.4,0
P26477,1,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1.5,0
P26478,0.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,3,0.333333333
P26479,0.5,0.2,0,1,0,1,1,0,0,0,0,1,0,0,0.4,0.083333333
P26480,1.25,4,0,1,0,1,0,1,0,1,0,1,0,0,3.2,0.25
P26481,0.4,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1.25,0.166666667
P26482,0.5,0.2,0,1,0,1,0,1,0,0,1,1,0,0,0.4,0.25
P26483,0.9,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1.666666667,0.083333333
P26484,0.5,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.6,0
P26485,1.5,1.5,0,0,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26486,1.75,3,0,1,0,1,1,0,0,0,0,1,0,0,1.714285714,0.083333333
P26487,1.5,1.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26488,0.5,0.8,0,1,0,1,0,1,0,0,1,1,0,0,1.6,0.25
P26489,0.5,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0
P26490,1,0.6,0,1,0,1,0,0,0,0,0,1,0,0,0.6,0
P26491,1,2,0,1,0,1,0,0,0,0,0,1,0,0,2,0
P26492,1.5,1.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26493,0.5,0.6,0,1,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
P26494,0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P26495,1.5,1,0,1,0,1,1,1,0,0,0,1,0,0,0.666666667,0.166666667
P26496,1,0.9,0,1,0,1,1,0,0,0,0,1,0,0,0.9,0.083333333
P26497,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0.25
P26498,0.9,1.5,0,0,0,1,0,1,0,1,0,1,0,0,1.666666667,0.25
P26499,0.5,1.2,0,1,0,1,0,1,0,0,0,1,0,0,2.4,0.083333333
P26500,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26501,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26502,0.5,0.6,0,1,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
P26503,1.5,1,0,1,0,1,1,0,0,0,0,1,0,0,0.666666667,0.083333333
P26504,1,0.2,0,1,0,1,1,0,0,0,0,1,0,0,0.2,0.083333333
P26505,0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
P26506,0.5,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26507,1.5,4,0,1,0,1,0,1,0,0,0,1,0,0,2.666666667,0.083333333
P26508,0.5,0.3,0,0,0,1,1,0,0,0,0,1,0,0,0.6,0.083333333
P26509,0.5,0.5,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26510,1.5,2,0,1,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
P26511,0.5,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0
P26512,1,1.5,0,1,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
P26513,1,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1.5,0
P26514,0.5,0.5,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26515,0.9,1.2,0,0,0,1,1,0,0,0,0,1,0,0,1.333333333,0.083333333
P26516,1.15,1.5,0,0,0,1,1,0,0,0,0,1,0,0,1.304347826,0.083333333
P26517,1.5,1,0,1,0,1,1,0,0,0,0,1,0,0,0.666666667,0.083333333
P26518,1,0.9,0,1,0,1,0,0,0,0,0,1,0,0,0.9,0
P26519,0.5,0.6,0,1,0,1,1,1,0,0,0,1,0,0,1.2,0.166666667
P26520,1,2,0,1,0,1,1,0,0,0,0,1,0,0,2,0.083333333
P26521,1,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0.083333333
P26522,1,1.5,0,1,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
P26523,1.5,2.5,0,1,0,1,1,0,0,0,0,1,0,0,1.666666667,0.083333333
P26524,0.3,0.3,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26525,0.5,0.4,0,1,0,1,1,1,0,1,0,1,0,0,0.8,0.333333333
P26526,1,1.5,0,0,0,1,0,1,0,1,0,1,0,0,1.5,0.25
P26527,0.85,1,0,1,0,1,0,1,0,1,0,1,0,0,1.176470588,0.25
P26528,2,2.5,0,0,0,1,0,1,0,1,0,1,0,0,1.25,0.25
P26529,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26530,1.5,2.2,0,1,0,1,1,1,0,0,0,1,0,0,1.466666667,0.166666667
P26531,0.75,1.2,0,1,0,1,0,1,0,0,0,1,0,0,1.6,0.083333333
P26532,0.5,1.5,0,1,0,1,1,1,0,0,0,1,0,0,3,0.166666667
P26533,0.3,0.6,0,0,0,1,1,0,0,0,0,1,0,0,2,0.083333333
P26534,0.4,0.3,0,1,0,1,1,1,0,0,1,1,0,0,0.75,0.333333333
P26535,1,0.8,0,1,0,1,0,1,0,1,0,1,0,0,0.8,0.25
P26536,0.75,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0.666666667,0.083333333
P26537,1,1.5,0,1,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
P26538,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26539,0.5,2,0,1,0,1,0,1,0,0,0,1,0,0,4,0.083333333
P26540,0.5,2,0,1,0,1,1,1,0,0,0,1,0,0,4,0.166666667
P26541,0.5,0.6,0,1,0,0,0,0,0,0,0,1,0,0,1.2,0
P26542,0.7,1,0,0,0,1,1,1,0,0,0,1,0,0,1.428571429,0.166666667
P26543,0.7,1,0,1,0,1,0,1,0,0,0,1,0,0,1.428571429,0.083333333
P26544,0.5,1,0,1,0,1,1,1,0,0,0,1,0,0,2,0.166666667
P26545,0.3,0.4,0,1,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
P26546,0.75,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.533333333,0.083333333
P26547,0.5,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0.25
P26548,0.75,0.7,0,1,0,1,1,0,0,0,0,1,0,0,0.933333333,0.083333333
P26549,0.75,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P26550,0.4,0.1,0,1,0,1,1,1,0,0,0,1,0,0,0.25,0.166666667
P26551,1,1.2,0,1,0,1,0,0,0,1,0,1,0,0,1.2,0.166666667
P26552,0.5,1,0,1,0,0,0,1,0,1,0,1,0,0,2,0.25
P26553,1,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1.5,0.083333333
P26554,1.5,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26555,0.5,0.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P26556,0.3,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.666666667,0
P26557,1.1,1,0,1,0,1,1,1,0,1,0,1,0,0,0.909090909,0.333333333
P26558,1,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
P26559,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P26560,1,0.6,0,1,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
P26561,0.75,0.8,0,1,0,1,1,1,0,0,0,1,0,0,1.066666667,0.166666667
P26562,0.75,0.7,0,1,0,1,1,0,0,1,0,1,0,0,0.933333333,0.25
P26563,0.5,0.6,0,1,0,0,1,1,0,1,0,1,0,0,1.2,0.333333333
P26564,1,1.2,0,1,0,1,1,0,0,0,0,1,0,0,1.2,0.083333333
P26565,0.5,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
P26566,0.6,0.3,0,1,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
P26567,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.083333333
P26568,0.5,0.3,0,1,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
P26569,1.25,1.5,0,1,0,0,1,0,0,0,0,1,0,0,1.2,0.083333333
P26570,1.25,1.3,0,1,0,1,1,0,0,0,0,1,0,0,1.04,0.083333333
P26571,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.25
P26572,1,2.5,0,1,0,1,1,1,0,0,0,1,0,0,2.5,0.166666667
P26573,0.8,1.5,0,1,0,1,1,0,0,0,0,1,0,0,1.875,0.083333333
P26574,0.5,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
P26575,0.75,0.6,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
P26576,0.5,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1.1,0
P26577,1,0.6,0,1,0,1,1,1,0,1,0,1,0,0,0.6,0.333333333
P26578,0.75,0.6,0,1,0,1,1,0,0,0,0,1,0,0,0.8,0.083333333
P26579,0.75,0.6,0,1,0,1,1,0,0,1,0,1,0,0,0.8,0.25
P26580,0.8,1,0,1,0,1,1,1,0,1,0,1,0,0,1.25,0.333333333
P26581,0.8,1,0,1,0,1,0,1,0,1,0,1,0,0,1.25,0.25
P26582,1,1.5,0,0,0,1,1,1,0,1,0,1,0,0,1.5,0.333333333
P26583,1,3,0,1,0,1,1,1,0,1,0,1,0,0,3,0.333333333
P26584,0.75,2.5,0,0,0,1,1,1,0,1,0,1,0,0,3.333333333,0.333333333
P26585,1.5,1.6,0,0,0,1,1,1,0,1,0,1,0,0,1.066666667,0.333333333
P26586,0.35,0.3,0,1,0,1,1,0,0,0,0,1,0,0,0.857142857,0.083333333
P26587,0.15,0.4,0,1,0,0,0,0,0,0,0,1,0,0,2.666666667,0
P26588,1,0.4,0,1,0,1,1,0,0,0,0,1,0,0,0.4,0.083333333
P26589,1,1.5,0,0,0,1,1,1,0,0,0,1,0,0,1.5,0.166666667
P26590,1,1.5,0,1,0,1,0,1,0,0,0,1,0,0,1.5,0.083333333
P26591,0.4,0.6,0,1,0,1,0,1,0,0,0,1,0,0,1.5,0.083333333
P26592,0.5,1.5,0,1,0,1,0,1,0,1,0,1,0,0,3,0.25
P26593,0.75,0.5,0,1,0,1,1,1,0,0,0,1,0,0,0.666666667,0.166666667
P26594,1.5,3,0,1,0,1,0,1,0,1,0,1,0,0,2,0.25
P26595,0.7,0.8,0,1,0,1,1,0,0,0,0,1,0,0,1.142857143,0.083333333
P26596,0.75,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0.666666667,0
P26597,0.4,0.7,0,1,0,1,0,0,0,0,0,1,0,0,1.75,0
P26598,0.75,1.6,0,1,0,1,1,1,0,1,0,1,0,0,2.133333333,0.333333333
P26599,0.5,0.5,0,1,0,1,1,1,0,1,0,1,0,0,1,0.333333333
P26600,0.65,0.6,0,1,0,1,1,0,0,0,0,1,0,0,0.923076923,0.083333333
P26602,0.3,0.2,0,1,0,1,1,1,0,1,0,1,0,0,0.666666667,0.333333333
P26603,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0.333333333
P26604,0.5,0.3,0,1,0,1,1,1,0,1,0,1,0,0,0.6,0.333333333
P26605,0.5,0.4,0,1,0,1,0,1,0,1,0,1,0,0,0.8,0.25
P26606,0.4,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.75,0
P26607,0.3,0.4,0,1,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
P26608,0.75,1.2,0,1,0,1,0,0,0,0,0,1,0,0,1.6,0
P26609,0.75,0.8,0,1,0,1,1,0,0,0,0,1,0,0,1.066666667,0.083333333
P26610,1,1.5,0,0,0,1,0,1,0,0,0,1,0,0,1.5,0.083333333
P26611,0.5,0.7,0,1,0,0,0,0,0,0,0,1,0,0,1.4,0
P26612,0.35,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.428571429,0
P26613,0.4,0.4,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26614,0.4,0.8,0,1,0,1,1,0,0,0,0,1,0,0,2,0.083333333
P26615,0.2,0.3,0,1,0,1,1,0,0,0,0,1,0,0,1.5,0.083333333
P26616,0.6,1.6,0,1,0,1,1,1,0,0,0,1,0,0,2.666666667,0.166666667
P26617,0.5,0.2,0,1,0,1,1,1,0,0,0,1,0,0,0.4,0.166666667
P26618,0.5,0.8,0,1,0,1,1,1,0,0,0,1,0,0,1.6,0.166666667
P26619,0.5,0.3,0,1,0,1,1,1,0,0,0,1,0,0,0.6,0.166666667
P26620,0.25,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P26621,1,0.5,0,1,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
P26622,0.75,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.533333333,0.083333333
P26623,0.4,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.75,0
P26624,1,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0.5,0.083333333
P26625,0.75,1.2,0,1,0,1,1,1,0,1,0,1,0,0,1.6,0.333333333
P26626,0.25,0.4,0,1,0,1,1,1,0,0,0,1,0,0,1.6,0.166666667
P26627,0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P26628,0.35,0.4,0,1,0,1,0,0,0,0,0,1,0,0,1.142857143,0
P26629,0.5,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0.083333333
P26630,0.3,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1.666666667,0.166666667
P26631,0.4,0.4,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26632,1,0.7,0,1,0,1,1,0,0,0,0,1,0,0,0.7,0.083333333
P26633,1,0.8,0,1,0,1,1,0,0,0,0,1,0,0,0.8,0.083333333
P26634,1,0.7,0,1,0,1,1,0,0,0,0,1,0,0,0.7,0.083333333
P26635,1,0.5,0,1,0,1,1,1,0,0,0,1,0,0,0.5,0.166666667
P26636,0.25,0.6,0,1,0,1,1,1,0,0,0,1,0,0,2.4,0.166666667
P26637,0.3,0.3,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26638,0.35,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1.428571429,0.166666667
P26639,0.2,0.2,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26640,1,0.7,0,1,0,1,1,0,0,0,0,1,0,0,0.7,0.083333333
P26641,0.5,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26642,0.75,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0.533333333,0.083333333
P26643,0.25,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
P26644,0.3,0.3,0,1,0,1,1,1,0,0,0,1,0,0,1,0.166666667
P26645,0.3,0.5,0,1,0,1,1,1,0,0,0,1,0,0,1.666666667,0.166666667
P26646,0.4,0.4,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26647,0.15,0.2,0,1,0,1,1,1,0,0,0,1,0,0,1.333333333,0.166666667
P26648,0.15,0.1,0,1,0,1,1,0,0,0,0,1,0,0,0.666666667,0.083333333
P26649,0.1,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
P26650,0.628,0.1,0,0,0,1,1,1,0,0,0,1,0,0,0.159235669,0.166666667
P26651,0.628,1,0,0,0,1,0,1,0,0,1,1,0,0,1.592356688,0.25
P26652,0.2512,0.3,0,1,0,1,0,0,0,0,0,1,0,0,1.194267516,0
P26653,0.628,1,0,1,0,1,1,1,0,0,0,1,0,0,1.592356688,0.166666667
P26654,0.314,1,0,1,0,0,1,0,0,0,0,1,0,0,3.184713376,0.083333333
P26655,0.5508,0.6,0,1,0,1,0,0,0,0,0,1,0,0,1.089324619,0
P26656,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
P26657,0.314,0.5,0,1,0,1,0,0,0,0,0,1,0,0,1.592356688,0
P26658,0.628,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
P26659,0.628,0.2,0,1,0,0,1,1,0,1,1,1,0,0,0.318471338,0.5
P26660,0.3768,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.326963907,0.083333333
P26661,0.314,0.5,0,1,0,1,0,1,0,0,0,0,0,0,1.592356688,0.083333333
P26662,0.1884,0.3,0,1,0,1,0,0,0,0,0,1,0,0,1.592356688,0
P26663,0.628,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.636942675,0.083333333
P26664,0.5652,0.03,0,1,0,1,0,0,0,0,0,1,0,0,0.053078556,0
P26665,0.8164,1,0,0,0,0,1,1,0,0,0,1,0,0,1.22488976,0.166666667
P26666,0.314,0.25,0,1,0,0,1,1,0,0,0,1,0,0,0.796178344,0.166666667
P26667,0.628,0.32,0,1,0,1,0,0,0,0,0,1,0,0,0.50955414,0
P26668,0.628,0.2,0,1,0,1,1,1,0,0,0,1,0,0,0.318471338,0.166666667
P26669,0.628,0.05,0,1,0,1,1,1,0,0,0,1,0,0,0.079617834,0.166666667
P26670,0.628,1,0,1,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
P26671,0.628,0.05,0,1,0,1,1,0,0,0,0,1,0,0,0.079617834,0.083333333
P26672,0.1256,0.1,0,1,0,1,1,0,0,0,0,1,0,0,0.796178344,0.083333333
P26673,0.0628,0.06,0,1,0,1,1,1,0,0,0,1,0,0,0.955414013,0.166666667
P26674,0.5,0.18,0,1,0,1,1,0,0,0,0,1,0,0,0.36,0.083333333
P26675,0.3768,0.6,0,1,0,1,1,0,0,0,0,1,0,0,1.592356688,0.083333333
P26676,0.1884,0.15,0,1,0,1,1,0,0,0,0,1,0,0,0.796178344,0.083333333
P26677,1,0.8,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
P26678,1.5,0.42,0,1,0,1,1,1,0,0,0,1,0,0,0.28,0.166666667
P26679,0.314,0.2,0,1,0,1,1,0,0,0,0,1,0,0,0.636942675,0.083333333
P26680,0.314,0.15,0,1,0,0,1,0,0,0,0,1,0,0,0.477707006,0.083333333
P26681,0.2512,0.4,0,1,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
P26682,1,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0.5,0.083333333
P26683,0.628,0.6,0,1,0,1,1,1,0,0,1,0,0,0,0.955414013,0.333333333
P26684,0.2512,0.45,0,1,0,0,1,1,0,0,0,1,0,0,1.791401274,0.166666667
P26685,0.628,0.6,0,1,0,0,1,1,0,0,0,1,0,0,0.955414013,0.166666667
P26686,0.25,0.15,0,1,0,1,1,0,0,0,0,1,0,0,0.6,0.083333333
P26687,0.942,0.15,0,1,0,1,0,0,0,0,0,1,0,0,0.159235669,0
P26688,0.75,0.3,0,1,0,1,1,0,0,0,0,1,0,0,0.4,0.083333333
P26689,0.628,0.15,0,1,0,1,1,0,0,0,0,1,0,0,0.238853503,0.083333333
P26690,0.5,0.315,0,0,0,1,0,0,0,0,0,1,0,0,0.63,0
P26691,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0.25
P26692,0.5,0.5,0,1,0,1,0,0,0,0,1,1,0,0,1,0.166666667
P26693,1.5,1,0,0,1,1,0,0,0,0,1,1,0,0,0.666666667,0.166666667
P26694,1,1.6,0,1,0,1,0,1,0,0,1,1,0,0,1.6,0.25
P26695,0.4,0.4,0,1,0,1,0,1,0,1,1,1,0,0,1,0.416666667
P26696,1,3,0,0,0,1,0,1,0,0,1,1,0,0,3,0.25
P26697,0.5,2.5,0,0,0,1,0,1,0,0,1,1,0,0,5,0.25
P26698,1.1,0.5,0,1,0,1,1,1,0,0,1,1,0,0,0.454545455,0.333333333
P26699,0.5,0.7,0,1,0,1,0,0,0,0,0,1,0,0,1.4,0
P26700,0.5,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0.333333333
P26701,0.1256,0.5,0,1,0,1,1,1,0,0,0,1,0,0,3.98089172,0.166666667
P26702,0.6896,1.05,0,1,0,1,1,1,0,0,0,1,0,0,1.52262181,0.166666667
P26703,0.5,0.4,0,1,0,1,1,1,0,0,1,1,0,0,0.8,0.333333333
P26704,1.1,2,0,1,0,1,1,1,0,0,1,1,0,0,1.818181818,0.333333333
P26705,1.5,2,0,0,0,1,1,0,0,0,0,1,0,0,1.333333333,0.083333333
P26706,0.8164,0.5,0,1,0,1,1,1,0,0,0,1,0,0,0.61244488,0.166666667
P26707,1.0048,0.5,0,1,0,1,1,1,0,0,0,1,0,0,0.497611465,0.166666667
P26708,1.25,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.24,0.083333333
P26709,0.314,0.15,0,1,0,1,0,0,0,0,0,1,0,0,0.477707006,0
P26710,0.5,0.4,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.166666667
P26711,0.5,0.8,0,1,0,0,0,1,0,0,0,1,0,0,1.6,0.083333333
P26712,0.942,3,0,1,0,1,0,1,0,0,0,1,0,0,3.184713376,0.083333333
P26713,0.314,0.5,0,1,0,0,1,1,0,0,1,1,0,0,1.592356688,0.333333333
P26714,0.5,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0.333333333
P26715,1,3.5,0,1,0,0,1,0,0,0,0,1,0,0,3.5,0.083333333
P26716,1,0.75,0,0,0,1,1,1,0,0,1,1,0,0,0.75,0.333333333
P26717,1,1.6,0,1,0,1,1,0,0,0,0,1,0,0,1.6,0.083333333
P26718,0.5,0.75,0,1,0,1,0,0,0,0,0,1,0,0,1.5,0
P26719,0.2768,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.722543353,0
P26720,1.25,1,0,1,0,1,1,1,0,0,1,1,0,0,0.8,0.333333333
P26721,1,0.72,0,1,0,1,1,1,0,0,1,1,0,0,0.72,0.333333333
P26722,0.1884,0.2,0,1,0,1,1,1,0,0,1,1,0,0,1.061571125,0.333333333
P26723,0.314,0.4,0,1,0,0,1,1,0,0,1,1,0,0,1.27388535,0.333333333
P26724,1,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0.5,0.083333333
P26725,0.2,0.2,0,0,1,0,1,0,0,0,0,1,0,0,1,0.083333333
P26726,0.5,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
P26727,0.75,0.75,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P26728,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
P26729,0.44,0.2,0,0,0,1,0,0,0,1,1,1,0,0,0.454545455,0.333333333
P26730,0.5,0.5,0,0,1,1,0,0,1,0,0,1,0,0,1,0.083333333
P26731,0.5024,0.008,0,0,0,1,0,0,0,0,0,1,0,0,0.015923567,0
P26732,0.5,0.5,0,0,1,1,0,0,0,0,1,1,0,0,1,0.166666667
P26733,0.5,0.5,0,0,1,1,0,0,0,0,1,1,0,0,1,0.166666667
P26734,0.5024,0.7864,0,0,0,1,1,1,0,0,1,1,0,0,1.565286624,0.333333333
P26735,0.628,0.5,0,1,0,1,0,1,0,1,1,0,0,0,0.796178344,0.416666667
P26736,0.3768,0.5,0,1,0,0,1,1,0,0,0,0,0,0,1.326963907,0.166666667
P26737,0.1256,0.1966,0,0,1,1,1,0,0,0,0,1,0,0,1.565286624,0.083333333
P26738,0.1884,0.2949,0,0,1,1,1,0,0,0,1,1,0,0,1.565286624,0.25
P26739,0.5024,0.7864,0,0,1,0,0,1,0,1,0,1,0,0,1.565286624,0.25
P26740,1.69,1,0,0,1,1,0,1,0,0,0,1,0,0,0.591715976,0.083333333
P26741,0.6908,0.005,0,0,1,1,0,0,0,0,0,1,0,0,0.007237985,0
P26742,1.6268,5.00E-04,0,0,1,1,0,0,0,1,1,1,0,0,0.000307352,0.333333333
P26743,1,1.5,0,1,0,1,0,1,0,0,0,1,0,0,1.5,0.083333333
P26744,0.628,1,0,1,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
P26745,0.5,0.5,0,0,1,1,1,1,0,0,0,1,0,0,1,0.166666667
